transactionids,items,quantity
44755,Caesar Salad,2
44755,House Salad,1
44755,Buffalo Wings,4
15677,Guacamole and Chips,4
15677,Cant Dog Imperial Pale Ale,4
15677,Cant Dog Imperial Pale Ale,3
26752,Nonstop Hef Hop,1
26752,Nonstop Hef Hop,3
99061,Occidental Altbier,3
67999,La Frontera Premium IPA,3
67999,Kreamed Corn,1
67999,Kreamed Corn,1
62143,Forest Fire Imperial Smoked Rye,5
15293,Capital Trail Pale Ale,2
15293,Alaskan Amber,2
22554,Yellowfun Tempura Bites,3
22554,Yellowfun Tempura Bites,3
22554,Yellowfun Tempura Bites,2
84746,Gossamer Golden Ale,3
84746,Gossamer Golden Ale,2
60546,Jack Pine Savage,1
24240,Dos Pistolas,4
81685,Mediterranean Hummus,3
34787,Osiris Pale Ale,2
34787,Red Mountain Ale,1
24430,Cheeseburger,4
24430,Grilled Chicken Quesadilla,5
14871,Tomato Basil Soup,1
45117,Paleo IPA,3
45117,Midnight Ryder,2
45117,Onion Rings,1
12156,Spinach and Artichoke Dip,3
12156,Chicken Taco,1
12156,Onion Rings,3
55662,Onion Rings,3
55662,Onion Rings,1
83793,Paleo IPA,4
20807,Gose,4
20807,Osiris Pale Ale,1
77314,Boxer Light,3
77314,Might As Well IPL,1
55988,Dottie Seattle Lager,1
55988,Guacamole and Chips,5
25902,Elder Betty,2
25902,Milkshake Stout,5
25902,Pale Dog,4
40431,Pretzels and Cheese Dip,1
40431,Boneless Wings,5
98671,Snake Dog IPA,4
98671,Bozone Hefe Weizen,4
98671,Smooth Operator,3
75212,Snaggletooth Double Pale Ale,2
75212,Nordic Blonde,2
51624,Boxer Ice,3
51624,Chicken Tortilla Soup,1
54241,French Onion Soup,2
54241,Boxer Ice,1
42667,Lobster Bisque,4
42667,Sweet Potato Fries,2
27816,Nordic Blonde,4
36512,Boneless Wings,2
36512,Garlic Bread,1
59924,Foreman,3
51736,Jack's Hard Cider,4
51736,Gran Met,1
53556,Pale Dog,1
53556,Crab Cakes,2
53556,Nooner,2
97353,Pulled Pork Sliders,5
97353,Jack Stout,2
97353,Coleslaw,5
17050,Onion Rings,4
17050,Yellow Collar,4
17050,Foreman,5
62732,Yellow Wolf Imperial IPA,3
62732,Bozone Hefe Weizen,1
62732,Bozone Hefe Weizen,2
52667,Midwest Charm Farmhouse Ale,3
52667,Fort Pitt Ale,1
68662,Nordskye ,1
68662,Coconut Shrimp,2
91918,Yellow Wolf Imperial IPA,1
91918,Kale Salad,3
91918,Yellow Wolf Imperial IPA,4
33008,Dottie Seattle Lager,4
33008,Dottie Seattle Lager,4
37334,Fire Eagle IPA,1
37334,Cape Cod Red,5
37334,Kreamed Corn,3
37136,Fire Eagle IPA,1
37136,Doomtree,5
18184,Doomtree,4
18184,Pretzels and Cheese Dip,1
18184,Dottie Seattle Lager,3
11725,La Frontera Premium IPA,2
10460,Dolores River Pale Ale,5
10460,KSA,1
10460,Dolores River Pale Ale,2
35679,KSA,5
35679,Dolores River Pale Ale,2
15574,Beef Taco,4
17782,Nordskye ,2
70532,Gossamer Golden Ale,2
61617,Firefly Amber Ale,3
61617,Kale Salad,4
61617,Yeti  Imperial Stout,5
18872,Chips and Salsa,3
46986,Snaggletooth Double Pale Ale,2
57425,Pale Dog,1
57425,Pale Dog,2
65575,Redacted Rye IPA,4
65575,Redacted Rye IPA,1
27549,Gran Met,5
27549,Paleo IPA,2
82244,El Steinber Dark Lager,5
82244,Oberon,1
78194,Milkshake Stout,5
44684,Cheeseburger,2
44684,Elder Betty,3
44684,Cheeseburger,1
30026,Gossamer Golden Ale,5
20840,Forest Fire Imperial Smoked Rye,5
20840,Gossamer Golden Ale,4
20840,Gossamer Golden Ale,1
76689,Dottie Seattle Lager,1
76689,Osiris Pale Ale,5
63326,Nonstop Hef Hop,3
53557,Boy King,1
53557,Pretzels and Cheese Dip,3
50300,Grilled Chicken Quesadilla,4
50300,Midwest Charm Farmhouse Ale,3
52728,Paleo IPA,1
52728,Coleslaw,4
23048,Snake Dog IPA,4
23048,Snaggletooth Double Pale Ale,4
23048,Nooner,5
99831,Fort Pitt Ale,5
99831,Bozone Hefe Weizen,2
36981,Gran Met,2
36981,Mediterranean Hummus,3
67540,Snaggletooth Double Pale Ale,1
31573,Lobster Bisque,3
11515,Grilled Chicken Quesadilla,3
11515,Red Mountain Ale,3
11515,Cheese Pizza,3
37075,Nooner,4
37075,Nooner,1
37075,Pretzels and Cheese Dip,4
38332,Alaskan Amber,2
38332,Dolores River Pale Ale,1
38332,Cheeseburger,4
37034,Smoky Wheat,2
37034,Forest Fire Imperial Smoked Rye,2
51326,Abigale,3
51326,Chips and Salsa,1
51326,Chips and Salsa,3
67552,Yellowstone Golden Ale,1
67552,Yellow Wolf Imperial IPA,3
67552,Alaskan Amber,5
46879,Gose,3
46879,Boxer Ice,1
46879,Nordic Blonde,2
99605,Fire Eagle IPA,4
99605,Garlic Bread,5
99605,Kreamed Corn,4
50575,Boneless Wings,3
50575,Boneless Wings,5
50575,Milk Mustachio Stout,3
94072,Redband Stout,4
42795,Doomtree,4
42795,Smooth Operator,3
42795,Forest Fire Imperial Smoked Rye,1
74529,Guacamole and Chips,5
74529,Dottie Seattle Lager,2
74529,Dottie Seattle Lager,1
25090,Abigale,3
25090,Smoky Wheat,2
94025,Fire Eagle IPA,5
94025,Fire Eagle IPA,4
94025,Beef Taco,5
91204,Jack Stout,4
91204,Redacted Rye IPA,1
30163,Canyon Cream Ale,4
30163,Hamburger,2
30163,Red Water Irish Style Red,4
76255,Dottie Seattle Lager,4
76255,Snake Dog IPA,5
76255,Cheeseburger,1
13403,El Steinber Dark Lager,5
13403,Caesar Salad,5
13403,Caesar Salad,3
83047,Might As Well IPL,3
83047,Might As Well IPL,4
63258,El Steinber Dark Lager,5
18726,House Salad,3
18726,Fort Pitt Ale,5
22833,Alaskan Amber,4
22833,Boy King,1
44709,Mozarella Sticks,5
44709,Cape Cod Red,3
44709,Chips and Salsa,3
57971,Canyon Cream Ale,2
57971,Red Water Irish Style Red,3
95832,Chicken Taco,1
95832,Fried Calamari,4
95832,Kale Salad,3
85920,Lobster Bisque,2
84506,Jack the Sipper,1
14181,Chicken Tortilla Soup,5
14181,Chicken Tortilla Soup,5
54453,Yeti  Imperial Stout,3
89720,Sweet Potato Fries,1
89720,Oberon,2
89720,Ahi Tune Bruschetta,5
58126,Midwest Charm Farmhouse Ale,4
58126,Cheeseburger,1
78436,Gossamer Golden Ale,5
64613,Red Mountain Ale,2
64613,Fried Calamari,2
64613,Fried Calamari,1
20316,Snake Dog IPA,4
20316,Canyon Cream Ale,2
66181,Onion Rings,2
66181,Cheese Pizza,1
31237,Smoky Wheat,4
31237,Element 29,2
31237,Mozarella Sticks,5
82720,Graham Cracker Porter,1
99740,Jack Stout,5
99740,Nooner,4
99740,Gose,1
44263,Boxer Ice,1
44263,Boxer Ice,1
44263,Lobster Bisque,4
92872,Graham Cracker Porter,5
92872,Occidental Altbier,1
92872,Boy King,1
90067,Buffalo Wings,1
90067,Caesar Salad,4
82484,Dottie Seattle Lager,3
82484,Tomato Basil Soup,2
38947,Pulled Pork Sliders,5
38947,Smoky Wheat,2
38947,Cheese Pizza,2
92827,Fire Eagle IPA,3
92827,Hamburger,5
92827,Abigale,4
69061,Pale Dog,1
94104,Paleo IPA,3
94104,Paleo IPA,4
68494,Midnight Ryder,2
68494,Onion Rings,3
60413,Boy King,5
60413,Boy King,5
82354,Yeti  Imperial Stout,4
82354,Osiris Pale Ale,2
82354,Redband Stout,1
36754,Sweet Potato Fries,3
36754,Kreamed Corn,1
36754,Sweet Potato Fries,4
35396,Yeti  Imperial Stout,4
35396,Buffalo Wings,1
36081,Garlic Bread,5
94574,Boxer Light,1
94574,Might As Well IPL,1
94574,Yeti  Imperial Stout,4
13851,Redband Stout,5
13851,Gose,5
13851,Gose,4
42485,Smooth Operator,2
62552,Fire Eagle IPA,3
67746,Mediterranean Hummus,5
67746,Red Water Irish Style Red,4
68584,Smooth Operator,4
68584,Gossamer Golden Ale,3
80783,Elder Betty,2
24998,Mediterranean Hummus,5
24998,Osiris Pale Ale,1
24998,Paleo IPA,5
89516,Forest Fire Imperial Smoked Rye,3
76656,Kreamed Corn,4
76656,Kreamed Corn,5
76656,Coleslaw,5
32011,Jack the Sipper,1
32011,Fire Eagle IPA,3
32011,Nooner,4
18804,Yellow Wolf Imperial IPA,2
86550,Smooth Operator,2
68767,Doomtree,4
68767,Garlic Bread,2
68767,Fried Calamari,2
10176,Midwest Charm Farmhouse Ale,5
10176,Agent a Deux,2
10176,Snake Dog IPA,5
23292,Spinach and Artichoke Dip,1
23292,Nordskye ,3
23292,Chips and Salsa,2
86351,Milk Mustachio Stout,2
86351,Pulled Pork Sliders,1
86351,Firefly Amber Ale,1
70738,Akari Shogun American Wheat Ale,1
70738,Yellow Collar,4
70738,Bozone Hefe Weizen,3
95191,Capital Trail Pale Ale,4
46417,Red Mountain Ale,1
46417,Mozarella Sticks,3
46417,Occidental Altbier,5
32013,Red Mountain Ale,3
32013,Fried Calamari,4
32013,House Salad,4
52283,Chicken Taco,3
85043,Grilled Cheese Trio,1
19573,Cape Cod Red,1
19573,Coconut Shrimp,5
92033,Redacted Rye IPA,4
92033,Crab Cakes,4
82605,Akari Shogun American Wheat Ale,3
82605,Milk Mustachio Stout,5
72402,Pulled Pork Sliders,4
62005,Grilled Chicken Quesadilla,1
62005,Cheese Pizza,5
62005,Red Mountain Ale,3
85722,Boy King,3
85722,El Rojo,3
53574,Gossamer Golden Ale,3
77607,Capital Trail Pale Ale,1
77607,Boxer Light,2
77607,Alaskan Amber,1
42310,Element 29,2
42310,Guacamole and Chips,3
44723,Element 29,3
74365,Ahi Tune Bruschetta,2
95843,Yellowstone Golden Ale,3
95843,La Ferme Urbaine Farmhouse Ale,5
87358,Pretzels and Cheese Dip,1
87358,Pretzels and Cheese Dip,5
51583,Lobster Bisque,2
44463,Boxer Ice,5
65025,Gossamer Golden Ale,1
65025,Oberon,2
48777,Dottie Seattle Lager,2
48777,Milk Mustachio Stout,5
48777,Milk Mustachio Stout,4
29380,Coconut Shrimp,1
29380,Snake Dog IPA,4
29380,Spinach and Artichoke Dip,2
49433,Bozone Hefe Weizen,4
49433,Chicken Taco,1
49433,Pale Dog,2
72580,Boneless Wings,4
53500,Snaggletooth Double Pale Ale,4
53500,Onion Rings,1
35031,Pretzels and Cheese Dip,1
35031,Akari Shogun American Wheat Ale,3
35031,Akari Shogun American Wheat Ale,2
92743,Chicken Taco,1
92743,El Steinber Dark Lager,3
92743,Smoky Wheat,3
20483,Red Mountain Ale,2
20483,Elder Betty,5
20483,Chicken Taco,2
54129,Occidental Altbier,4
54129,Yellow Collar,4
49602,Paleo IPA,1
49602,Grilled Chicken Quesadilla,1
78214,Yellow Collar,3
78214,Lobster Bisque,3
78214,Lobster Bisque,5
29399,Jack Pine Savage,5
29399,Boneless Wings,1
29399,Pulled Pork Sliders,3
63438,Kale Salad,5
63438,Redband Stout,3
63438,Redband Stout,3
56698,Nonstop Hef Hop,4
29149,Nordskye ,2
31539,Milk Mustachio Stout,2
37071,Cheeseburger,2
37071,Caesar Salad,4
49063,Coleslaw,2
49063,Bozone Hefe Weizen,3
12079,Redacted Rye IPA,4
12079,Crab Cakes,1
62994,Jack Pine Savage,1
62994,Boneless Wings,4
55232,Alaskan Amber,3
42126,Canyon Cream Ale,4
42126,Boxer Light,1
42126,Boxer Light,2
68644,Element 29,2
68644,Element 29,2
34537,Jack Stout,1
34537,Nooner,3
34086,Red Water Irish Style Red,3
34086,Grilled Cheese Trio,3
34086,Ahi Tune Bruschetta,1
50772,Kreamed Corn,4
38226,Lobster Bisque,2
38226,Cape Cod Red,4
38226,Agent a Deux,3
98473,Tomato Basil Soup,1
98473,KSA,2
45526,Jack Stout,2
45526,Jack the Sipper,5
15464,Gose,1
15464,Chicken Tortilla Soup,1
16908,Boneless Wings,3
16908,Boneless Wings,2
16908,Agent a Deux,2
35040,Foreman,1
35040,Nordskye ,4
35040,Spinach and Artichoke Dip,4
89323,Yeti  Imperial Stout,4
89323,Gossamer Golden Ale,3
60395,Hamburger,4
60395,Forest Fire Imperial Smoked Rye,5
60395,Forest Fire Imperial Smoked Rye,4
20729,Cant Dog Imperial Pale Ale,1
20729,Chicken Tortilla Soup,2
20729,Element 29,2
60710,Snaggletooth Double Pale Ale,1
60710,Bozone Hefe Weizen,1
21166,La Frontera Premium IPA,4
21166,Boxer Light,5
86466,Spinach and Artichoke Dip,4
86466,La Frontera Premium IPA,1
86466,Spinach and Artichoke Dip,5
85818,Garlic Bread,2
41122,Cheese Pizza,2
43138,Gran Met,2
23893,Caesar Salad,3
23893,Chicken Taco,5
23893,Abigale,3
19506,Nooner,1
88377,Dolores River Pale Ale,5
33480,Fort Pitt Ale,1
33480,Paleo IPA,2
81690,Grilled Cheese Trio,3
81690,Boy King,5
81690,Grilled Cheese Trio,5
24259,Might As Well IPL,2
24259,Graham Cracker Porter,5
79474,Forest Fire Imperial Smoked Rye,5
79474,Tomato Basil Soup,2
91367,Hamburger,1
79008,Jack the Sipper,5
79008,Jack the Sipper,2
64855,Dos Pistolas,3
64855,Capital Trail Pale Ale,2
46447,Yellow Wolf Imperial IPA,5
46447,Yellow Wolf Imperial IPA,3
46447,Kale Salad,3
28210,Might As Well IPL,1
28210,Redband Stout,2
28210,Dolores River Pale Ale,4
95812,Element 29,1
14631,Guacamole and Chips,5
55545,Grilled Chicken Quesadilla,2
22340,Dottie Seattle Lager,3
22340,Snaggletooth Double Pale Ale,3
13054,Cape Cod Red,3
13054,Milk Mustachio Stout,1
97524,Boxer Light,4
45847,Pulled Pork Sliders,2
45847,Onion Rings,4
31875,Alaskan Amber,5
31875,Chips and Salsa,4
53611,Pale Dog,3
53611,Boneless Wings,4
53611,Paleo IPA,4
31044,KSA,2
33684,Abigale,4
33684,Boxer Light,5
33684,Element 29,1
66790,El Steinber Dark Lager,3
66790,Midnight Ryder,4
60918,Cheeseburger,1
83290,Dottie Seattle Lager,4
83290,Milk Mustachio Stout,5
77321,Midwest Charm Farmhouse Ale,3
77321,Forest Fire Imperial Smoked Rye,5
77321,Akari Shogun American Wheat Ale,2
65305,Alaskan Amber,2
42021,Yellow Collar,3
42021,Kale Salad,5
42021,Jade,5
95626,Cant Dog Imperial Pale Ale,3
95626,Snaggletooth Double Pale Ale,1
95626,Osiris Pale Ale,3
42378,Caesar Salad,2
42378,Capital Trail Pale Ale,4
42378,Capital Gold Golden Lager,4
72379,Crab Cakes,2
72379,Crab Cakes,4
70181,Jack Stout,2
57155,Capital Trail Pale Ale,1
14317,Pulled Pork Sliders,4
14317,Jack Pine Savage,3
43726,Jade,4
43726,Cheese Pizza,5
57293,Agent a Deux,4
80276,Jack Stout,1
80276,Jack Stout,2
89892,Fire Eagle IPA,3
31218,Caesar Salad,4
31218,Cape Cod Red,3
15388,Gose,3
15388,Capital Trail Pale Ale,2
53563,Alaskan Amber,1
30844,Grilled Cheese Trio,4
30844,Mediterranean Hummus,3
50872,Cheeseburger,4
89409,Abigale,3
89409,Yeti  Imperial Stout,4
89409,Yellow Collar,5
20654,Fire Eagle IPA,3
20654,Fire Eagle IPA,2
20654,Jack Pine Savage,1
77794,Sweet Potato Fries,3
77794,Garlic Bread,5
48287,Midwest Charm Farmhouse Ale,1
48287,Yeti  Imperial Stout,4
62606,Kreamed Corn,4
18033,Guacamole and Chips,5
18033,Agent a Deux,4
69790,Gossamer Golden Ale,4
69790,Forest Fire Imperial Smoked Rye,3
69790,Chicken Taco,5
77027,Ahi Tune Bruschetta,5
77027,Boxer Light,5
77027,Midwest Charm Farmhouse Ale,4
94891,Fries,4
94891,Fries,4
99235,Nonstop Hef Hop,2
99235,Yellow Wolf Imperial IPA,5
15713,Midwest Charm Farmhouse Ale,5
40260,Nonstop Hef Hop,5
40260,Nonstop Hef Hop,5
80344,Midnight Ryder,3
80344,Chicken Tortilla Soup,4
80344,Cheese Pizza,4
62500,Red Mountain Ale,4
16006,Guacamole and Chips,1
16006,Dottie Seattle Lager,1
16006,Agent a Deux,5
78069,KSA,3
78069,Osiris Pale Ale,5
60045,Foreman,2
60045,Foreman,5
60045,Onion Rings,4
61767,La Frontera Premium IPA,1
61767,Milk Mustachio Stout,2
64170,Nooner,3
37778,Kale Salad,3
71663,Chicken Tortilla Soup,2
71663,Red Water Irish Style Red,4
71663,Milk Mustachio Stout,4
96607,Coleslaw,5
96607,Grilled Chicken Quesadilla,1
48320,Bozone Hefe Weizen,5
48320,Redacted Rye IPA,1
88522,Osiris Pale Ale,2
88522,Redacted Rye IPA,1
88522,Ahi Tune Bruschetta,1
63254,House Salad,3
23711,Mozarella Sticks,1
23711,Fort Pitt Ale,2
85849,Lobster Bisque,1
29453,Coleslaw,1
29453,Bozone Hefe Weizen,2
29453,Bozone Hefe Weizen,1
74115,Guacamole and Chips,2
73639,Gossamer Golden Ale,1
49724,KSA,2
93312,Spinach and Artichoke Dip,1
61459,Hamburger,1
61459,Mediterranean Hummus,5
61459,Dottie Seattle Lager,1
20828,Kreamed Corn,5
80534,Hamburger,2
73169,Hamburger,2
73169,Midwest Charm Farmhouse Ale,3
71913,Dottie Seattle Lager,1
66671,Firefly Amber Ale,4
66671,Firefly Amber Ale,2
66671,Nordskye ,4
26820,Fried Calamari,4
26820,Ahi Tune Bruschetta,3
26820,Fried Calamari,3
66590,Red Mountain Ale,5
66590,El Steinber Dark Lager,5
66590,El Steinber Dark Lager,5
35597,Capital Gold Golden Lager,3
35597,Cheeseburger,3
35597,Nonstop Hef Hop,3
79011,Dottie Seattle Lager,4
79011,Dottie Seattle Lager,4
79011,Mediterranean Hummus,2
88760,Foreman,3
64635,Boneless Wings,5
64635,Capital Trail Pale Ale,1
35958,Coleslaw,3
35958,Nordskye ,1
35958,Paleo IPA,4
14977,Fort Pitt Ale,1
14977,Red Water Irish Style Red,2
14977,Boxer Light,1
88958,Agent a Deux,4
88958,Yellow Wolf Imperial IPA,2
46049,Boneless Wings,2
46049,Agave Wheat,3
45533,Coleslaw,1
92813,Yellow Wolf Imperial IPA,2
92813,Yellow Wolf Imperial IPA,5
56204,Fried Calamari,1
56204,Fried Calamari,2
56204,Fried Calamari,4
95197,Smooth Operator,1
95197,Jack Stout,2
95197,Jack Stout,2
75453,Cant Dog Imperial Pale Ale,4
93872,Kreamed Corn,5
93872,Dolores River Pale Ale,2
93872,Dolores River Pale Ale,1
33403,Paleo IPA,3
33403,El Steinber Dark Lager,4
33403,Jack the Sipper,1
49345,Capital Trail Pale Ale,5
60201,Milkshake Stout,4
60201,Jade,3
33318,Jack Pine Savage,5
33318,Chips and Salsa,2
33318,Dottie Seattle Lager,1
47966,Paleo IPA,5
67369,Chips and Salsa,3
93626,Mediterranean Hummus,3
93626,Mediterranean Hummus,4
93626,Mediterranean Hummus,1
54283,Cheeseburger,2
54283,House Salad,3
15737,Gose,2
15737,Gose,1
15737,Mediterranean Hummus,5
16457,Gran Met,2
45238,Nordic Blonde,2
45238,Dolores River Pale Ale,2
45238,Nordic Blonde,4
28144,Yeti  Imperial Stout,5
28144,Hamburger,2
28144,Cant Dog Imperial Pale Ale,2
50536,Agent a Deux,2
50536,Yellowfun Tempura Bites,3
32815,Snake Dog IPA,3
32815,Kale Salad,2
32815,Chicken Taco,4
54216,Tomato Basil Soup,4
54216,Fire Eagle IPA,5
90612,Yeti  Imperial Stout,2
90612,Redband Stout,3
99292,Chicken Tortilla Soup,1
99292,Boxer Ice,2
49449,Kale Salad,4
49449,Akari Shogun American Wheat Ale,2
49449,Element 29,1
89816,Foreman,1
39613,Spinach and Artichoke Dip,5
39613,Spinach and Artichoke Dip,2
58237,Pale Dog,5
58237,Boy King,3
91390,Firefly Amber Ale,5
98189,Element 29,5
98189,Cheese Pizza,3
98189,Yellow Collar,3
40644,Chicken Tortilla Soup,3
40644,Chicken Tortilla Soup,2
40644,Bozone Hefe Weizen,2
36324,Jack Pine Savage,5
36324,Foreman,5
36324,La Ferme Urbaine Farmhouse Ale,5
10825,Might As Well IPL,2
10825,Chicken Taco,1
10825,Chicken Taco,3
59709,Spinach and Artichoke Dip,2
59709,Spinach and Artichoke Dip,1
59709,Sweet Potato Fries,2
85346,Sweet Potato Fries,2
26494,El Rojo,5
26494,French Onion Soup,4
26494,Nordic Blonde,3
54299,Nooner,3
54299,Jack the Sipper,4
71153,French Onion Soup,2
85239,Mediterranean Hummus,1
85239,Gose,1
85239,Gose,5
95739,Agent a Deux,1
95739,El Rojo,2
95739,Akari Shogun American Wheat Ale,3
82569,Nordskye ,1
82569,Onion Rings,2
75008,Midwest Charm Farmhouse Ale,5
75008,Midwest Charm Farmhouse Ale,1
75008,Ahi Tune Bruschetta,1
58140,Yellowfun Tempura Bites,2
58140,Boneless Wings,3
58140,Sweet Potato Fries,1
25340,Forest Fire Imperial Smoked Rye,4
94018,Osiris Pale Ale,1
94018,Midwest Charm Farmhouse Ale,3
77648,Tomato Basil Soup,5
77648,Red Mountain Ale,5
28116,Beef Taco,5
28116,Redband Stout,5
28116,Ahi Tune Bruschetta,3
52010,Spinach and Artichoke Dip,3
52010,Nordskye ,3
52010,Fries,5
29395,Fort Pitt Ale,2
29395,Midwest Charm Farmhouse Ale,4
29395,Fort Pitt Ale,5
44373,Cheese Pizza,3
65684,Graham Cracker Porter,2
65684,Graham Cracker Porter,5
65684,Graham Cracker Porter,2
76460,Crab Cakes,4
76460,Mediterranean Hummus,3
50886,Pulled Pork Sliders,5
50886,Nordskye ,4
79869,Kale Salad,5
79869,Chicken Taco,1
79869,Chicken Taco,1
36703,Caesar Salad,4
36703,Chicken Tortilla Soup,3
15211,Jade,4
15211,Cape Cod Red,5
15211,Smooth Operator,4
30880,Capital Trail Pale Ale,4
30880,Gran Met,1
18883,Yellow Wolf Imperial IPA,4
18883,Yellow Wolf Imperial IPA,4
33951,Oberon,4
26117,Agent a Deux,5
26117,El Rojo,5
26117,El Rojo,2
92470,Gose,4
92470,Gose,4
85391,Bozone Hefe Weizen,2
85391,Yellow Collar,2
50294,Tomato Basil Soup,4
38102,Crab Cakes,3
38102,Chicken Tortilla Soup,2
89548,Guacamole and Chips,1
49872,Coconut Shrimp,4
49872,Agave Wheat,3
50168,Pale Dog,5
50168,Oberon,4
21557,Gossamer Golden Ale,2
21557,Fort Pitt Ale,1
26239,Beef Taco,3
26239,Tomato Basil Soup,2
52612,Guacamole and Chips,3
92285,Dolores River Pale Ale,3
92285,Capital Trail Pale Ale,4
92285,Onion Rings,5
50057,Cant Dog Imperial Pale Ale,2
21928,Grilled Chicken Quesadilla,4
58694,KSA,3
58694,Jack Stout,2
42648,Caesar Salad,1
42648,Foreman,1
42648,Caesar Salad,3
26402,Agent a Deux,2
21415,Gossamer Golden Ale,5
21415,Cant Dog Imperial Pale Ale,2
21415,Snake Dog IPA,3
91308,Coconut Shrimp,5
79204,Milk Mustachio Stout,3
15242,French Onion Soup,1
15242,Jack Pine Savage,3
72647,Gossamer Golden Ale,5
72647,Grilled Cheese Trio,4
72647,Ahi Tune Bruschetta,2
22724,Ahi Tune Bruschetta,5
75099,Midnight Ryder,2
75099,Fries,5
48696,Pale Dog,4
48696,Firefly Amber Ale,1
87777,Dottie Seattle Lager,2
97360,Agave Wheat,1
97360,Nordic Blonde,2
53032,Agave Wheat,3
31628,Nordic Blonde,5
31628,Chips and Salsa,3
14686,Spinach and Artichoke Dip,3
14686,Chips and Salsa,2
14686,Agent a Deux,5
26673,Fort Pitt Ale,3
26673,Fort Pitt Ale,2
38068,Redacted Rye IPA,2
38068,Boy King,1
70708,Red Water Irish Style Red,2
70708,Nooner,3
36044,Midwest Charm Farmhouse Ale,2
36044,La Frontera Premium IPA,2
64387,Capital Gold Golden Lager,1
62127,Guacamole and Chips,5
62127,Firefly Amber Ale,2
80713,Beef Taco,3
80713,Crab Cakes,3
80713,Beef Taco,3
25112,Milkshake Stout,4
25112,Milkshake Stout,2
18197,Gran Met,4
18197,Fries,5
18197,Gran Met,3
95338,Oberon,1
95338,Gose,5
95338,House Salad,5
53781,Beef Taco,2
53781,El Steinber Dark Lager,5
53781,Beef Taco,2
14053,Alaskan Amber,4
78657,Agave Wheat,3
45658,Coleslaw,3
45658,La Frontera Premium IPA,1
45658,Coleslaw,5
75555,Pretzels and Cheese Dip,1
75555,French Onion Soup,4
34823,Coleslaw,3
34823,Grilled Cheese Trio,4
45975,Cant Dog Imperial Pale Ale,4
97336,Midwest Charm Farmhouse Ale,5
18220,KSA,1
91728,Cape Cod Red,1
66770,Kreamed Corn,4
66770,Ahi Tune Bruschetta,1
66770,Grilled Cheese Trio,4
82919,Grilled Cheese Trio,1
72798,Onion Rings,4
72798,Spinach and Artichoke Dip,4
75414,Osiris Pale Ale,4
75414,Osiris Pale Ale,5
56833,Jack's Hard Cider,3
56833,La Frontera Premium IPA,5
18557,Jack Stout,3
18557,Jack's Hard Cider,3
72085,Onion Rings,4
72085,Grilled Chicken Quesadilla,4
72085,Grilled Chicken Quesadilla,3
17152,El Steinber Dark Lager,2
17152,La Frontera Premium IPA,1
17152,El Steinber Dark Lager,3
95214,Fried Calamari,1
95214,Ahi Tune Bruschetta,4
14227,Cheeseburger,5
61529,Spinach and Artichoke Dip,2
61529,Tomato Basil Soup,2
90125,Caesar Salad,2
90125,Paleo IPA,5
90125,Jack the Sipper,3
32301,Mediterranean Hummus,2
32301,Gose,2
58187,El Rojo,5
58187,Fried Calamari,2
58187,Guacamole and Chips,2
22107,Redacted Rye IPA,3
22107,Redacted Rye IPA,4
28525,Smooth Operator,2
28525,Midnight Ryder,1
18719,Cheeseburger,2
18719,Grilled Chicken Quesadilla,4
84962,Mozarella Sticks,1
84962,Mozarella Sticks,4
84962,Alaskan Amber,2
40715,Nonstop Hef Hop,2
40715,Snaggletooth Double Pale Ale,2
59395,Tomato Basil Soup,1
59395,Lobster Bisque,4
59395,Lobster Bisque,3
14873,Nordskye ,5
39034,Doomtree,5
40470,Pulled Pork Sliders,5
49332,Boy King,1
49332,Alaskan Amber,3
60389,Paleo IPA,1
60389,Pulled Pork Sliders,2
60389,Pulled Pork Sliders,4
23118,La Frontera Premium IPA,1
12314,KSA,5
12314,Tomato Basil Soup,4
12314,Tomato Basil Soup,3
83613,Pretzels and Cheese Dip,4
24418,Cheese Pizza,1
24418,Yellow Wolf Imperial IPA,5
14494,Fire Eagle IPA,3
94557,Agent a Deux,5
94557,Pulled Pork Sliders,5
37818,KSA,1
37818,KSA,1
35999,Snaggletooth Double Pale Ale,4
71119,Jack Pine Savage,4
71119,Buffalo Wings,3
66113,Beef Taco,2
66113,Fried Calamari,3
66113,Chicken Taco,3
55037,Grilled Chicken Quesadilla,1
52892,Red Water Irish Style Red,1
52892,Nachos,1
64793,Nooner,2
31655,Graham Cracker Porter,3
23199,Agent a Deux,1
64072,Midwest Charm Farmhouse Ale,5
64072,Mediterranean Hummus,1
97366,Chicken Taco,1
97366,Yeti  Imperial Stout,1
97366,Red Mountain Ale,4
79873,Kreamed Corn,5
79873,Kreamed Corn,3
11629,Yeti  Imperial Stout,3
11629,Firefly Amber Ale,5
11629,Yeti  Imperial Stout,2
16671,Capital Gold Golden Lager,4
16671,Nachos,4
16671,Might As Well IPL,3
69727,Dottie Seattle Lager,5
33601,Alaskan Amber,4
31780,Sweet Potato Fries,1
31780,Sweet Potato Fries,5
31780,Sweet Potato Fries,2
12031,Red Mountain Ale,5
12031,Red Mountain Ale,5
89023,Fort Pitt Ale,4
89023,Grilled Cheese Trio,4
49109,Tomato Basil Soup,1
49109,Chicken Taco,2
53858,Garlic Bread,1
28890,Snake Dog IPA,2
48170,Dottie Seattle Lager,1
48170,Guacamole and Chips,3
48170,Nordic Blonde,1
99937,House Salad,4
