transactionids,times,dates
32740,14:16,3-18-2016
37203,21:16,2-1-2016
15467,14:43,7-4-2016
40064,16:13,12-23-2016
92758,21:12,12-1-2016
56034,14:09,1-18-2016
10761,21:27,6-23-2016
31264,23:49,3-12-2016
12190,22:34,11-23-2016
50321,16:49,6-11-2016
36075,16:29,6-27-2016
40232,19:44,9-16-2016
14005,15:48,11-11-2016
99154,18:47,6-12-2016
73051,21:04,9-7-2016
16411,20:12,9-8-2016
79937,18:34,4-25-2016
46540,22:08,2-20-2016
63816,19:39,11-16-2016
39197,14:05,8-4-2016
89765,18:36,8-23-2016
21122,21:47,9-1-2016
68564,19:14,11-2-2016
82019,17:25,6-13-2016
55069,16:28,12-20-2016
61726,20:40,3-4-2016
28364,20:34,5-1-2016
98023,23:25,8-21-2016
61010,18:40,8-28-2016
18510,23:31,10-10-2016
84971,14:49,7-19-2016
44548,15:47,5-28-2016
42435,17:22,6-26-2016
23284,21:05,3-8-2016
26051,21:02,9-1-2016
41538,14:27,12-9-2016
74247,23:17,3-22-2016
94768,18:00,2-21-2016
92831,18:19,9-15-2016
74483,22:02,4-6-2016
12557,19:07,4-15-2016
73521,22:48,4-24-2016
97646,19:47,3-12-2016
26700,22:02,6-20-2016
10107,15:08,2-2-2016
99229,20:13,10-12-2016
99408,23:30,4-8-2016
78717,19:55,6-14-2016
58611,16:50,11-16-2016
74090,16:30,2-16-2016
17236,20:21,8-20-2016
43545,17:51,6-8-2016
53496,22:01,5-23-2016
85750,18:03,9-12-2016
61228,22:51,12-11-2016
98131,19:36,11-20-2016
40441,19:09,9-3-2016
55472,18:10,7-10-2016
39550,14:58,9-14-2016
38407,18:27,11-25-2016
75057,17:32,6-7-2016
85527,14:24,10-28-2016
29281,18:28,6-22-2016
50995,18:47,8-7-2016
30150,19:47,11-19-2016
53338,19:22,6-17-2016
99121,17:16,9-18-2016
25237,14:32,5-17-2016
84539,19:17,7-4-2016
32796,15:00,8-26-2016
71474,14:45,4-19-2016
21529,20:39,10-18-2016
31069,20:27,11-3-2016
64148,21:12,10-21-2016
94132,20:46,6-3-2016
34428,19:39,11-23-2016
88931,18:07,8-21-2016
27265,19:58,2-18-2016
96042,18:46,2-27-2016
60984,16:17,3-2-2016
24303,21:00,10-27-2016
17313,14:21,4-10-2016
28060,21:26,6-18-2016
71023,23:20,2-14-2016
88317,18:41,5-23-2016
83669,22:45,8-1-2016
85177,22:14,1-12-2016
63794,23:49,10-10-2016
56708,16:17,4-15-2016
17443,15:00,8-12-2016
13711,21:43,1-22-2016
43972,14:49,5-16-2016
43374,15:38,1-16-2016
93214,17:25,8-11-2016
66592,18:06,3-25-2016
54274,20:29,4-1-2016
22002,17:24,3-9-2016
57137,14:53,4-22-2016
18212,17:30,3-23-2016
56239,15:07,8-28-2016
48052,23:23,5-2-2016
29424,15:29,2-8-2016
14197,15:17,1-26-2016
26233,18:37,6-20-2016
94296,18:24,3-28-2016
73439,21:42,6-15-2016
87133,20:31,2-2-2016
40749,21:06,8-20-2016
68002,15:58,1-5-2016
69984,22:09,7-10-2016
42329,22:42,3-20-2016
78103,17:43,4-10-2016
64685,14:41,10-8-2016
11267,21:43,8-23-2016
74580,16:14,8-4-2016
20807,23:26,10-4-2016
90173,23:06,12-11-2016
50346,19:37,12-11-2016
85543,14:39,4-10-2016
59033,20:32,4-8-2016
79205,21:49,2-26-2016
99475,14:22,10-7-2016
36669,18:23,1-21-2016
71922,18:20,10-9-2016
97014,21:58,9-22-2016
66235,17:47,3-27-2016
58063,18:56,8-20-2016
54975,22:03,9-24-2016
74907,21:39,4-7-2016
93681,18:08,1-3-2016
61449,18:52,3-23-2016
16316,14:17,11-26-2016
43115,18:25,6-25-2016
90890,14:57,10-10-2016
79511,23:24,9-26-2016
67795,16:29,3-26-2016
78714,23:06,6-15-2016
39990,23:26,10-17-2016
31508,21:10,10-5-2016
98185,19:32,5-19-2016
89505,23:12,12-15-2016
14353,22:32,2-14-2016
16888,15:45,3-8-2016
93286,18:43,7-22-2016
51047,17:09,3-13-2016
46057,23:20,2-24-2016
23457,17:14,9-3-2016
29859,23:19,1-9-2016
86950,17:25,2-19-2016
16020,21:34,6-13-2016
72618,23:24,3-28-2016
95903,17:58,1-15-2016
41980,15:21,5-10-2016
45832,14:35,4-23-2016
83893,16:02,12-8-2016
99586,22:59,4-12-2016
22724,16:45,2-17-2016
45918,21:59,11-15-2016
62345,15:03,8-15-2016
73785,14:54,11-5-2016
77946,18:12,6-28-2016
85082,18:29,11-27-2016
49035,21:55,10-1-2016
53039,18:57,11-28-2016
49845,16:27,9-3-2016
22198,21:38,7-7-2016
67009,21:54,4-3-2016
92115,21:53,7-6-2016
99831,17:09,3-13-2016
52932,22:11,4-14-2016
27363,14:58,7-11-2016
94157,15:43,1-11-2016
99184,23:07,6-14-2016
71279,21:23,10-25-2016
54216,22:50,5-28-2016
44397,22:44,9-25-2016
31220,19:42,6-2-2016
23222,14:24,2-9-2016
68238,17:19,5-5-2016
79948,19:39,5-9-2016
18790,19:20,9-8-2016
40395,20:45,5-5-2016
13759,21:27,7-7-2016
35338,16:50,6-20-2016
70117,16:41,2-2-2016
21556,19:14,1-8-2016
93989,15:31,12-10-2016
88459,18:04,2-5-2016
82267,19:02,5-11-2016
55649,19:19,9-26-2016
27938,14:40,7-1-2016
32053,22:46,12-23-2016
57039,23:33,9-13-2016
80030,23:09,6-20-2016
60921,18:01,6-7-2016
54635,21:51,6-4-2016
99618,23:17,9-9-2016
25731,16:54,8-7-2016
61274,23:46,11-2-2016
97082,15:13,3-23-2016
43724,14:13,10-5-2016
32454,18:41,3-1-2016
98298,20:41,2-6-2016
65708,16:16,5-19-2016
27226,16:07,3-10-2016
32342,16:23,11-6-2016
38523,22:52,1-15-2016
78999,17:59,1-27-2016
21148,18:39,11-10-2016
84909,22:36,3-17-2016
30777,18:16,2-22-2016
33682,19:21,7-9-2016
33991,20:44,8-9-2016
78558,18:42,8-3-2016
36849,23:27,8-26-2016
99814,15:19,11-15-2016
92572,23:56,10-8-2016
28444,22:58,6-24-2016
82641,23:44,4-2-2016
46082,15:19,3-19-2016
99158,15:13,3-1-2016
94724,20:02,2-8-2016
45238,16:10,11-6-2016
26190,14:52,12-15-2016
92313,20:20,10-8-2016
29527,14:47,12-22-2016
79008,23:27,1-18-2016
67635,22:37,1-1-2016
39816,22:54,4-12-2016
77472,19:20,11-1-2016
78456,14:56,9-26-2016
15154,18:55,11-3-2016
19302,17:47,1-27-2016
75216,21:24,10-19-2016
11451,14:34,3-3-2016
83748,20:52,5-1-2016
38084,15:22,1-28-2016
21837,15:13,5-25-2016
54481,22:06,6-10-2016
80363,17:26,10-17-2016
27426,15:59,9-28-2016
46583,15:42,7-21-2016
14312,17:30,3-11-2016
28150,19:42,11-20-2016
39221,19:59,7-23-2016
28560,15:47,3-27-2016
38305,20:07,1-12-2016
99291,19:41,2-16-2016
28616,20:16,6-28-2016
32568,21:45,10-22-2016
17662,21:50,10-4-2016
63252,20:26,7-27-2016
49089,18:59,5-19-2016
53773,14:51,4-20-2016
73156,14:04,11-23-2016
97338,14:06,3-23-2016
41226,16:20,5-19-2016
18280,21:46,3-16-2016
89754,22:03,9-3-2016
97515,16:04,2-6-2016
98656,16:31,2-1-2016
57964,23:01,7-21-2016
51115,20:31,3-18-2016
38760,18:34,8-28-2016
59897,23:53,1-8-2016
80352,19:24,8-11-2016
10223,14:51,4-9-2016
55328,21:35,2-16-2016
93057,16:02,1-14-2016
29977,18:17,4-4-2016
47010,17:45,5-23-2016
12972,18:20,6-4-2016
20328,19:33,6-19-2016
13697,16:50,3-10-2016
88649,18:01,1-15-2016
24124,14:28,12-17-2016
67441,20:27,8-25-2016
62269,14:17,8-22-2016
35351,21:24,8-8-2016
68308,19:48,8-7-2016
66056,19:02,5-12-2016
44017,17:48,11-14-2016
36911,19:27,1-7-2016
25379,17:32,4-13-2016
74631,15:00,12-7-2016
54571,21:14,4-17-2016
40883,14:38,8-3-2016
85391,20:14,3-7-2016
33932,19:32,2-1-2016
97997,20:23,6-6-2016
33880,14:50,12-7-2016
90554,16:17,8-1-2016
72637,14:07,10-17-2016
43705,14:54,9-28-2016
88635,17:48,5-4-2016
14285,15:33,11-12-2016
77642,15:00,4-24-2016
20796,15:14,1-28-2016
42292,20:45,9-4-2016
54888,20:01,4-22-2016
75823,16:56,1-14-2016
31104,22:07,3-13-2016
49611,22:02,5-5-2016
31427,15:09,7-2-2016
16197,19:54,4-18-2016
63822,22:47,5-4-2016
52026,23:53,11-28-2016
66155,21:00,7-28-2016
79328,15:37,10-10-2016
39407,20:28,11-14-2016
99799,17:15,11-1-2016
71990,22:42,2-13-2016
55042,21:44,7-19-2016
29048,20:46,2-15-2016
48716,22:24,5-18-2016
94401,15:08,3-18-2016
14302,21:55,4-9-2016
92496,18:18,2-20-2016
47945,23:35,11-14-2016
34922,21:17,3-10-2016
48086,19:58,4-17-2016
97260,14:06,2-21-2016
98417,19:58,10-26-2016
42946,16:10,12-20-2016
20108,19:16,4-20-2016
94689,16:39,9-6-2016
77983,19:25,4-24-2016
81368,18:44,9-21-2016
62797,16:08,3-6-2016
37543,18:56,5-3-2016
73845,18:46,5-9-2016
42209,23:59,11-18-2016
22223,15:56,6-5-2016
31604,18:00,3-26-2016
95898,19:20,2-7-2016
85011,19:32,7-15-2016
78305,16:57,5-2-2016
64240,15:42,8-8-2016
63230,23:36,8-16-2016
73749,16:51,5-26-2016
87955,18:00,3-25-2016
50008,22:13,1-3-2016
46196,14:08,10-8-2016
75321,23:40,9-10-2016
96757,17:54,9-4-2016
56336,17:39,6-22-2016
55992,20:36,1-6-2016
45573,16:04,11-5-2016
26692,16:06,4-20-2016
97661,17:39,12-15-2016
81254,15:46,10-10-2016
11113,21:50,9-24-2016
95555,23:13,9-1-2016
23154,16:43,12-17-2016
38599,19:18,1-12-2016
84708,22:59,5-11-2016
83405,21:12,6-27-2016
28590,23:37,7-3-2016
30519,18:00,9-14-2016
41778,19:25,4-26-2016
12296,22:40,8-9-2016
88746,15:21,9-15-2016
48344,18:56,12-9-2016
32353,14:15,1-16-2016
81093,16:10,2-22-2016
28435,20:50,1-10-2016
57314,14:53,12-17-2016
41053,15:57,10-2-2016
31680,21:25,2-2-2016
74329,22:26,9-18-2016
80800,15:13,6-24-2016
48495,15:55,10-10-2016
79987,23:03,5-24-2016
64079,22:32,1-2-2016
71672,21:16,9-19-2016
98828,19:06,10-12-2016
13000,16:08,4-8-2016
94776,19:54,1-5-2016
60829,19:57,11-9-2016
86259,22:30,8-22-2016
58050,19:32,7-8-2016
31436,14:42,2-25-2016
77117,23:22,2-19-2016
49610,14:24,7-13-2016
28482,16:10,12-20-2016
49156,15:59,12-13-2016
20839,19:51,6-13-2016
81715,14:23,7-7-2016
32898,14:33,6-15-2016
26645,20:11,6-23-2016
26791,18:10,10-18-2016
70331,22:22,2-23-2016
83389,22:40,12-20-2016
88566,16:06,1-27-2016
42481,20:56,2-18-2016
61072,15:06,7-25-2016
33833,21:50,6-8-2016
54531,17:31,11-10-2016
85344,15:18,5-6-2016
67510,15:15,2-27-2016
66502,16:17,10-7-2016
69966,16:43,4-4-2016
94661,21:49,2-16-2016
92449,20:26,7-17-2016
47939,21:30,2-2-2016
35023,14:40,1-28-2016
30871,18:08,4-8-2016
30756,19:11,7-16-2016
18883,20:48,12-7-2016
83441,16:28,5-8-2016
39430,19:13,1-18-2016
86039,21:56,3-22-2016
30051,17:54,2-2-2016
51178,15:21,6-26-2016
97212,21:12,4-27-2016
83845,14:32,10-21-2016
27185,17:01,4-13-2016
70554,19:51,11-15-2016
68725,16:16,12-1-2016
66279,22:21,11-25-2016
17632,17:24,2-21-2016
85627,19:56,2-22-2016
46294,20:12,11-14-2016
11311,17:27,4-14-2016
49190,16:33,4-28-2016
14070,18:06,10-1-2016
27671,20:51,3-9-2016
49651,21:29,8-11-2016
88067,19:46,2-9-2016
50633,15:09,8-20-2016
39995,19:57,2-23-2016
11717,19:34,4-8-2016
40644,23:17,9-23-2016
16575,17:17,1-9-2016
63368,22:42,11-15-2016
94115,14:05,4-19-2016
26341,19:52,8-1-2016
66403,16:05,10-10-2016
49531,17:50,6-24-2016
91976,20:31,11-14-2016
38729,17:19,10-20-2016
67067,16:35,12-23-2016
13922,21:28,11-28-2016
57278,14:51,11-22-2016
33854,21:58,6-16-2016
76840,19:43,3-14-2016
12221,16:09,8-13-2016
49336,14:48,8-9-2016
95973,19:29,1-12-2016
88273,18:19,9-7-2016
56143,19:52,7-8-2016
79207,21:10,12-13-2016
65057,19:11,6-3-2016
30917,19:10,5-18-2016
37754,19:58,1-3-2016
94145,15:04,6-7-2016
23316,20:13,11-10-2016
86976,19:11,9-22-2016
37320,21:29,1-3-2016
49915,21:36,11-25-2016
77036,16:52,12-1-2016
39903,19:05,2-24-2016
79199,16:52,6-21-2016
44389,20:26,12-11-2016
40415,17:09,12-28-2016
40762,23:36,4-4-2016
45195,15:59,3-10-2016
24107,14:36,12-21-2016
20852,17:49,7-28-2016
14714,21:14,5-12-2016
75501,14:24,6-28-2016
15958,15:05,4-22-2016
94897,21:41,3-9-2016
13210,14:42,2-14-2016
69053,18:58,6-23-2016
55716,14:11,3-7-2016
13957,21:27,9-21-2016
30322,22:40,11-15-2016
63029,16:12,4-23-2016
84407,22:18,12-28-2016
34745,20:57,11-27-2016
30735,22:10,10-9-2016
82263,23:47,12-12-2016
34972,19:39,7-15-2016
12983,17:15,3-24-2016
66751,18:10,10-12-2016
12407,16:04,10-11-2016
98345,19:11,6-26-2016
13413,21:14,9-2-2016
90587,14:51,1-6-2016
20637,14:48,3-26-2016
70567,19:49,4-4-2016
42519,20:11,3-25-2016
63803,16:34,3-1-2016
73697,14:24,11-26-2016
29215,16:08,9-28-2016
45782,21:24,6-6-2016
51266,14:41,1-9-2016
45994,19:51,6-14-2016
97600,17:24,10-23-2016
14224,17:06,3-12-2016
38094,20:24,10-27-2016
32998,20:10,12-17-2016
31047,20:46,1-23-2016
66032,18:04,9-17-2016
41002,19:13,1-10-2016
73860,21:20,7-27-2016
50534,16:10,9-10-2016
88869,14:43,7-15-2016
85662,14:53,2-7-2016
83308,15:47,9-3-2016
19646,20:22,6-3-2016
49473,18:24,3-20-2016
46728,16:18,5-9-2016
33310,23:56,11-15-2016
37064,15:10,4-6-2016
73722,18:07,8-5-2016
16495,21:27,5-8-2016
97664,19:04,11-15-2016
77209,22:28,3-14-2016
81972,22:35,1-26-2016
10735,15:25,9-18-2016
43627,14:12,3-25-2016
29682,19:12,3-1-2016
91051,15:53,4-26-2016
93448,23:15,5-23-2016
58532,19:45,3-19-2016
99689,23:05,10-17-2016
68685,21:27,3-6-2016
45569,19:03,6-12-2016
17630,14:32,2-12-2016
55493,16:38,3-19-2016
41794,15:21,8-16-2016
32570,21:11,6-17-2016
60413,15:28,8-7-2016
83274,14:24,1-14-2016
10134,17:09,9-5-2016
82202,22:41,2-22-2016
28238,20:11,4-11-2016
14148,17:14,9-6-2016
40086,23:52,7-7-2016
52179,22:30,12-4-2016
87748,14:41,5-5-2016
82241,14:15,2-7-2016
80249,23:49,10-28-2016
13441,16:31,2-13-2016
21155,17:06,6-15-2016
71460,18:33,8-18-2016
90027,16:11,8-8-2016
34630,16:53,8-27-2016
85420,16:45,10-5-2016
15126,22:04,6-19-2016
87053,15:10,9-22-2016
95873,18:49,4-11-2016
21101,22:35,12-19-2016
25535,14:39,2-19-2016
16211,20:57,7-7-2016
64906,15:10,2-6-2016
57603,20:44,5-2-2016
79880,17:50,11-9-2016
57598,22:48,5-22-2016
66878,14:51,11-7-2016
31059,22:14,3-11-2016
44448,20:43,4-16-2016
95617,17:37,6-14-2016
88898,14:18,11-22-2016
66181,20:56,1-25-2016
17934,15:44,3-7-2016
64262,15:42,7-26-2016
47664,14:44,11-2-2016
46348,14:31,10-24-2016
95630,19:01,9-4-2016
42384,17:25,4-27-2016
33203,20:57,12-20-2016
53487,22:43,6-19-2016
38881,14:42,7-11-2016
78524,15:21,7-22-2016
58537,18:29,6-12-2016
61857,15:32,11-21-2016
20912,14:00,2-1-2016
14888,15:00,3-16-2016
81342,14:05,11-26-2016
37795,15:33,12-25-2016
73524,19:57,11-1-2016
49811,15:59,12-27-2016
60013,19:47,10-3-2016
12649,21:35,10-1-2016
46437,16:35,8-21-2016
19128,15:16,8-24-2016
34300,18:59,1-15-2016
11117,19:46,5-23-2016
90707,17:44,9-2-2016
40967,20:52,3-24-2016
56179,15:34,6-12-2016
97232,21:52,12-18-2016
53046,23:23,9-22-2016
71203,19:43,12-8-2016
56515,18:25,8-25-2016
90997,15:48,4-19-2016
74423,16:36,5-22-2016
79513,16:32,9-24-2016
12716,19:31,6-4-2016
43113,15:31,12-3-2016
45621,23:35,7-6-2016
83230,18:33,10-2-2016
74533,21:37,6-25-2016
90151,18:40,11-6-2016
10274,22:50,12-24-2016
63070,23:07,1-14-2016
22294,23:47,1-15-2016
74257,15:07,4-6-2016
35882,15:27,4-17-2016
13584,18:30,9-6-2016
13989,20:19,2-6-2016
72776,22:23,4-24-2016
97421,16:01,2-17-2016
49510,22:52,8-22-2016
39535,15:55,9-7-2016
42709,15:24,10-6-2016
28818,19:25,8-19-2016
23772,17:11,11-12-2016
87606,15:46,2-16-2016
81205,17:39,9-16-2016
44463,18:46,8-6-2016
40268,21:33,10-28-2016
36785,17:38,11-28-2016
24029,21:53,9-9-2016
61329,22:50,11-4-2016
75076,21:34,7-2-2016
68561,22:30,11-20-2016
54260,22:07,8-19-2016
49114,22:13,12-24-2016
70476,19:23,4-12-2016
21340,21:24,10-15-2016
38176,15:37,5-3-2016
22862,18:54,3-15-2016
93259,17:41,5-14-2016
87090,23:11,12-14-2016
39932,14:43,12-2-2016
24909,22:20,1-11-2016
46182,23:44,2-6-2016
43000,19:17,10-16-2016
18086,14:50,9-26-2016
25030,17:11,7-19-2016
82175,21:29,6-13-2016
64322,16:05,12-8-2016
99387,14:53,1-27-2016
73249,19:01,2-6-2016
14683,22:51,9-21-2016
38361,17:30,7-28-2016
96027,22:49,2-4-2016
25437,15:37,7-27-2016
75453,20:25,11-25-2016
92663,18:55,9-23-2016
67781,16:42,1-9-2016
15865,14:26,1-23-2016
23732,21:18,5-27-2016
14258,19:00,9-5-2016
35903,18:47,7-13-2016
84580,22:29,10-3-2016
28010,14:44,10-26-2016
49668,19:20,11-23-2016
18199,21:36,10-26-2016
59363,18:08,8-20-2016
66228,14:50,3-22-2016
29314,14:31,12-27-2016
43916,14:55,10-1-2016
13692,18:52,11-7-2016
78620,21:45,7-7-2016
92053,15:41,11-1-2016
82876,19:50,10-25-2016
34429,20:35,6-7-2016
53052,17:59,12-18-2016
87593,19:54,7-28-2016
83813,19:04,8-13-2016
79711,23:25,6-5-2016
78495,16:12,10-19-2016
90511,21:34,10-9-2016
15343,19:11,1-6-2016
66282,23:05,7-14-2016
55050,21:56,2-11-2016
12217,15:02,6-15-2016
38420,23:09,9-25-2016
66146,16:22,10-27-2016
45224,19:22,4-5-2016
53850,23:50,12-11-2016
44490,15:59,10-16-2016
32405,17:32,4-18-2016
88131,17:32,11-15-2016
70917,22:41,11-23-2016
32553,17:54,8-9-2016
70485,16:14,6-21-2016
88538,18:52,5-26-2016
94391,18:58,1-23-2016
77048,22:16,9-16-2016
25391,14:22,8-10-2016
91405,23:09,6-15-2016
68405,23:14,9-11-2016
37232,15:06,11-28-2016
92633,17:29,12-28-2016
10594,17:58,12-5-2016
44320,14:02,3-12-2016
89635,20:21,9-3-2016
33601,16:57,9-26-2016
87437,20:43,1-14-2016
64812,22:38,11-26-2016
17404,20:40,1-18-2016
51700,22:35,5-17-2016
57940,22:58,3-4-2016
65876,22:58,7-27-2016
25187,16:31,3-8-2016
86566,20:58,2-11-2016
51473,23:09,4-10-2016
21634,22:16,11-3-2016
78409,20:23,10-18-2016
31241,20:00,5-27-2016
29550,21:05,10-15-2016
36647,15:00,5-20-2016
77467,17:04,4-22-2016
60485,23:29,12-14-2016
30377,22:18,4-20-2016
24455,17:32,2-2-2016
24421,14:18,3-21-2016
72642,22:27,11-13-2016
86194,20:13,5-6-2016
20389,19:43,10-2-2016
88214,22:51,1-2-2016
72789,21:13,10-23-2016
65941,17:34,5-15-2016
92613,21:19,7-5-2016
73174,22:32,11-11-2016
42652,17:45,4-22-2016
14247,23:50,6-9-2016
36805,14:25,10-14-2016
83248,22:41,10-10-2016
85309,21:19,5-17-2016
27169,14:09,11-12-2016
18715,19:10,12-17-2016
27162,14:02,12-24-2016
65305,14:08,10-23-2016
55662,22:55,1-10-2016
89181,23:55,5-20-2016
45135,20:04,11-8-2016
58963,15:29,7-26-2016
29427,15:07,12-25-2016
29220,16:10,2-5-2016
26340,22:49,8-13-2016
75401,22:43,4-25-2016
72210,15:08,11-11-2016
29018,15:49,2-14-2016
37384,16:58,1-25-2016
41384,18:59,11-19-2016
67890,23:37,4-15-2016
69029,15:08,9-7-2016
68274,17:58,10-23-2016
69781,22:21,6-9-2016
53453,17:26,1-7-2016
67105,15:10,5-26-2016
14412,16:33,6-6-2016
69434,16:44,8-25-2016
96321,16:29,12-12-2016
51394,21:20,9-8-2016
87316,14:40,3-23-2016
86671,16:51,1-14-2016
86371,15:35,4-10-2016
71517,19:09,7-13-2016
15289,15:08,2-27-2016
38467,18:27,12-12-2016
24982,15:31,11-21-2016
20682,21:48,10-22-2016
68304,22:14,7-3-2016
75489,19:46,4-1-2016
76973,21:20,1-17-2016
58662,15:50,8-28-2016
48884,19:55,12-16-2016
55469,21:49,4-23-2016
53529,20:11,8-19-2016
90270,15:52,7-7-2016
49332,19:07,2-2-2016
30044,18:39,7-7-2016
79304,22:11,9-20-2016
26403,15:53,2-2-2016
32574,16:53,4-27-2016
93958,19:07,6-27-2016
33688,17:06,6-17-2016
64281,22:09,11-8-2016
24822,20:49,12-1-2016
29540,18:44,5-28-2016
47402,23:43,4-23-2016
96627,22:10,5-3-2016
92078,21:09,11-27-2016
92436,15:04,3-26-2016
14029,21:32,1-21-2016
90721,21:30,5-12-2016
95223,21:21,10-16-2016
47490,23:54,8-23-2016
86636,19:40,4-25-2016
90397,22:14,9-9-2016
37099,18:43,3-18-2016
89943,15:56,1-15-2016
20512,19:00,8-3-2016
94336,18:17,5-27-2016
68158,15:46,12-28-2016
31173,15:41,6-5-2016
10931,18:51,4-13-2016
57454,14:32,10-22-2016
35138,15:52,5-16-2016
58249,19:12,8-14-2016
83799,18:58,3-27-2016
90576,23:27,6-25-2016
11899,18:44,5-8-2016
31762,16:39,6-25-2016
77204,18:29,1-8-2016
60444,20:29,9-18-2016
24638,16:16,3-1-2016
20394,22:01,7-2-2016
68557,16:22,7-27-2016
57724,23:58,6-11-2016
35109,15:34,6-27-2016
12717,22:58,1-19-2016
76040,18:48,5-11-2016
42015,18:31,2-24-2016
91387,14:58,8-2-2016
26674,22:40,5-1-2016
29158,19:11,1-20-2016
20021,19:57,12-14-2016
96491,19:35,8-15-2016
30529,15:33,4-17-2016
20725,22:27,1-2-2016
11405,19:03,11-1-2016
53377,15:43,12-4-2016
96421,23:23,6-14-2016
70500,16:59,4-28-2016
52830,18:03,6-22-2016
79624,19:05,2-1-2016
71240,15:03,1-21-2016
66430,20:51,3-26-2016
43530,23:18,6-17-2016
48263,19:20,1-27-2016
74240,23:02,12-3-2016
42364,19:18,8-26-2016
56872,18:23,4-12-2016
34578,18:53,10-4-2016
18655,16:40,11-8-2016
21029,22:30,6-9-2016
94516,14:34,5-2-2016
28828,14:12,1-26-2016
79035,18:06,5-14-2016
48170,19:55,10-20-2016
82277,19:46,6-2-2016
32833,17:40,8-16-2016
55460,18:41,8-25-2016
91877,20:58,7-11-2016
96950,17:51,9-18-2016
86198,20:17,5-18-2016
41077,20:49,4-28-2016
50149,20:24,10-22-2016
20164,17:54,1-19-2016
56710,16:25,8-2-2016
14890,14:13,1-11-2016
18318,21:44,5-1-2016
84535,17:13,11-5-2016
55817,19:38,2-1-2016
46787,19:52,8-7-2016
45219,14:13,5-16-2016
16103,21:36,9-9-2016
22916,21:23,6-19-2016
32484,22:15,12-5-2016
85096,15:03,7-9-2016
59990,19:23,11-1-2016
89517,23:45,11-2-2016
65863,16:24,2-25-2016
65188,22:12,7-5-2016
34489,16:49,3-7-2016
60681,21:44,1-25-2016
11038,21:28,6-11-2016
74959,21:39,4-12-2016
25422,22:36,6-3-2016
51230,23:16,7-7-2016
33680,20:26,10-17-2016
53311,15:03,8-8-2016
96069,23:52,10-22-2016
57293,22:05,9-20-2016
78622,18:39,10-27-2016
89032,20:44,10-16-2016
88565,16:04,11-19-2016
72739,20:16,3-6-2016
17913,17:44,9-10-2016
77343,23:32,6-27-2016
20753,14:49,3-4-2016
54138,19:36,8-3-2016
13671,14:21,3-27-2016
15499,23:07,8-22-2016
67316,23:11,11-9-2016
28510,16:10,12-28-2016
24728,23:02,10-27-2016
24613,15:04,2-1-2016
66377,17:40,7-18-2016
34695,21:30,4-28-2016
29200,22:21,3-26-2016
79091,21:18,5-5-2016
44287,15:23,1-3-2016
51572,17:33,6-6-2016
93139,15:53,5-16-2016
52462,15:09,7-1-2016
91720,16:25,8-28-2016
36717,21:10,4-21-2016
50118,21:09,4-4-2016
87347,15:35,6-28-2016
56836,21:42,8-2-2016
26995,17:27,11-27-2016
83784,22:33,11-7-2016
98689,14:01,11-12-2016
20283,17:53,12-13-2016
51985,23:54,1-5-2016
95224,22:26,9-8-2016
49908,18:39,2-20-2016
25112,22:46,7-20-2016
46676,21:45,8-10-2016
21732,14:34,6-13-2016
56677,16:04,10-12-2016
32733,20:50,3-18-2016
92108,15:20,4-20-2016
62442,20:10,7-5-2016
78794,14:17,5-22-2016
69175,14:15,11-25-2016
84434,17:18,9-17-2016
58886,16:02,10-28-2016
52839,19:13,6-6-2016
13083,14:07,3-4-2016
63542,15:16,9-20-2016
21909,18:21,8-16-2016
21652,20:45,12-12-2016
66399,18:16,1-15-2016
30938,20:23,10-1-2016
76323,16:17,4-24-2016
35758,15:48,10-21-2016
78654,23:39,5-25-2016
85834,14:46,3-2-2016
59536,15:08,6-25-2016
59403,22:40,6-18-2016
10174,21:14,2-28-2016
89834,14:13,10-18-2016
33439,14:59,11-24-2016
60953,16:07,7-23-2016
46304,20:09,10-16-2016
28986,14:16,3-9-2016
55492,18:51,11-26-2016
43359,23:35,6-16-2016
23547,20:21,6-4-2016
83965,16:52,5-10-2016
76443,17:50,5-8-2016
93362,18:24,9-21-2016
90433,14:49,4-26-2016
67461,15:21,6-1-2016
51209,23:54,8-4-2016
86009,15:34,6-26-2016
76161,19:40,8-22-2016
52728,17:30,2-4-2016
84857,23:36,3-3-2016
24963,20:07,10-3-2016
73185,22:52,8-21-2016
28532,19:12,11-14-2016
73758,20:57,5-23-2016
46950,14:34,5-8-2016
77339,16:19,7-18-2016
24285,22:35,5-25-2016
23091,17:37,9-10-2016
59129,23:49,6-24-2016
67041,21:03,6-28-2016
84771,22:13,9-10-2016
86204,21:14,7-27-2016
23655,16:09,5-5-2016
96331,19:29,12-23-2016
29677,22:35,4-6-2016
73337,18:41,12-13-2016
81280,14:03,2-9-2016
47828,18:53,12-17-2016
39574,20:46,6-6-2016
43798,14:50,6-4-2016
44844,19:54,1-26-2016
54509,20:01,2-15-2016
82970,15:13,12-26-2016
78722,23:24,4-20-2016
51221,14:59,7-23-2016
91718,17:23,11-11-2016
41924,22:02,12-18-2016
43351,20:49,5-6-2016
39244,23:44,9-13-2016
55655,23:33,1-21-2016
58680,16:07,10-13-2016
28211,16:42,4-8-2016
90991,16:12,12-11-2016
50551,23:53,10-5-2016
63826,19:27,7-22-2016
14517,23:01,4-11-2016
32445,17:48,4-28-2016
62894,17:28,12-3-2016
42597,23:26,5-17-2016
